id,name,barcode,category,Énergie (kJ),Sel (g),Protéines (g),Sucres (g),Glucides (g),Matières grasses (g),Acides gras saturés (g),Fibres alimentaires (g),Biotine (µg),Vitamine B1 (Thiamine) (mg),Vitamine E (Tocopherol) (mg),Acide folique (µg),Vitamine A (µg),Vitamine D (Cholacalciferol) (µg),Vitamine C (Acide ascorbique) (mg),Vitamine B6 (Pyridoxine) (mg),Vitamine B5 (acide pantothénique) (mg),Vitamine B3 (Niacine) (mg),Vitamine B2 (Riboflavine) (mg),Vitamine B12 (Cobalamine) (µg)
16831,Ferrero Confetteria Raffaello,4008400183022,/chocolat/chocolat,2606.0,0.31,7.2,33.3,38.3,48.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16835,Bio Pain carré clair,7616700165524,/boulangerie/pains-bio-longue-conservation,1280.0,1.6,9.0,2.0,50.0,7.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16840,Anna's Best Olives Diabolo,7617027633802,/plats-cuisines/pizza-menus-snacks,615.0,2.0,1.0,0.5,0.9,15.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16842,Bischofszell Kleine Kartoffeln Petites pommes de terre,7616800430058,/garnitures-ingredients/pommes-de-terre-spaetzli,260.0,0.8,1.5,0.0,13.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16847,Thomy Moutarde mi-forte,7610100007071,/garnitures-ingredients/soupes-sauces-bouillon,460.0,0.0,6.2,0.0,3.7,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16853,Festaiola Agnesi Le Lasagne All'uovo Con Spinaci,8001200027967,/garnitures-ingredients/pates,1530.0,0.09,14.0,4.0,67.0,3.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16858,Léger Joghurt Chocolat,7616600706667,/produits-laitiers-oeufs/yogourt,200.0,0.1,5.0,5.0,6.0,0.2,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16860,Zweifel JouJoux Chips Nature,7610095081001,/aperitif/chips,2300.0,1.0,6.0,0.8,48.0,36.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16867,Frey Tourist Crémant Chocolat noir avec raisins secs- noisettes et amandes,7616500012202,/chocolat/chocolat,2230.0,0.01,6.0,45.0,50.0,33.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16874,Melissosan PASTILLES POUR LA GORGE,7610167695006,/chocolat/bonbons-chewing-gum,940.0,0.0,9.0,0.5,70.0,0.5,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0
16878,M-Classic Orangensaft,7613312052358,/boissons-chaudes-froides/jus-de-fruits-de-legumes,188.0,0.0,0.5,9.0,11.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16880,M Classic Fraise Joghurt,22016133,/produits-laitiers-oeufs/yogourt,400.0,0.1,3.0,14.0,14.0,3.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16884,Alnatura nouilles sautées aux légumes,4104420144125,TO_CLASSIFY,778.0,1.0,5.4,1.8,27.0,5.7,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16887,Alnatura Tomates en morceaux Nature,4104420031289,TO_CLASSIFY,108.0,0.1,1.5,4.0,4.0,0.2,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16891,Extra : Confiture- Framboises,7616800101262,/petit-dejeuner/confitures,1060.0,0.05,0.5,59.0,61.0,0.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16905,Terrasuisse Toast garniture,7613269340386,/viande/viande-sechee-jambon,460.0,2.0,17.0,1.5,1.5,4.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16907,Maître Pierre cuisinier Forestière,3515750003814,/produits-surgeles/pizza,949.0,1.2,7.0,1.5,22.0,12.0,7.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16912,Alnatura Huile de coco vierge,4104420136168,TO_CLASSIFY,340.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16915,Coca-cola : light,54492387,/boissons-chaudes-froides/boissons-sucrees,0.8,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16917,Carpe Diem Kombucha Tea Drink Classic,90280184,/boissons-chaudes-froides/eau-aromatisee,80.0,0.01,0.1,4.4,4.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16922,Migros Bio Beurre,7610200271082,/produits-laitiers-oeufs/beurre,3051.0,0.01,0.5,0.5,0.5,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16924,Heidi MDrink,7610200390981,/produits-laitiers-oeufs/lait-boissons-lactees,232.0,0.1,3.0,5.0,5.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16928,M Budget SAUCE POUR RÔTI,7613269197126,/garnitures-ingredients/soupes-sauces-bouillon,110.0,1.3,0.9,0.6,5.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16931,M-Classic Raisins sultanines,7610200010377,/boulangerie/ingredients-de-boulangerie,1390.0,0.1,3.0,59.0,75.0,1.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16936,Favorit Satin Abricots suisses sans pépins ni morceaux,7613312025246,/petit-dejeuner/confitures,900.0,0.04,0.5,50.0,52.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16938,Frey Chocolat Blond Extra Fin,7616500653504,/chocolat/chocolat,2490.0,0.31,6.0,49.0,49.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16940,Agnesi Le Integrali I Gemelli,8001200040942,/garnitures-ingredients/pates,1509.0,0.01,13.0,3.5,67.0,2.5,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16942,Meßmer Tisane ortie-mangue,4002221027909,/boissons-chaudes-froides/the,3.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16946,Lotus Lütticher Waffeln,5410126002003,/chocolat/specialites,1842.0,0.6,5.0,29.4,55.7,21.7,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16964,Garofalo FUSILI BUCATI CORTI,8000139910333,/garnitures-ingredients/pates,1516.0,0.0,14.0,3.0,73.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16969,M Classic Gobelet suédois,7616700189476,/boulangerie/boulangerie-patisserie,1295.0,0.2,4.5,27.0,32.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16971,Olives grecques,7610200317513,/garnitures-ingredients/champignons-olives-en-conserve,970.0,4.0,1.0,0.5,0.5,25.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16977,Roberto Crocchini Mignon Salati,8003490044501,/aperitif/biscuits-aperitifs,1769.0,1.6,13.4,2.3,69.4,9.1,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16985,Crème glacée au chocolat,7613312031476,/produits-surgeles/glace-entremets,1079.0,0.12,5.0,23.0,29.0,13.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16989,M Classic Chocolat ferme,22016348,/produits-laitiers-oeufs/yogourt,520.0,0.1,3.5,17.0,18.0,4.2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16997,ALNATURA Gaufrettes aux noisettes,42098607,/chocolat/sain-bio,2543.0,0.15,7.8,20.0,35.0,48.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17005,Andros Oranges Pressées,3045320104783,/plats-cuisines/pizza-menus-snacks,201.0,0.0,0.6,9.0,11.0,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17009,M-Budget Lard campagne,7617027943901,/viande/salami-lard,1630.0,4.3,27.0,1.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17013,Mister Rice JASMIN Riz Parfumé,7610200059239,/garnitures-ingredients/riz,1507.0,0.03,7.0,0.5,79.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17017,MEGASTAR choco,76174872,/produits-surgeles/glace-entremets,1316.0,0.18,4.0,26.0,27.0,21.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17021,Subito à la carte Quenelles de poulet,7616800213514,/plats-cuisines/plats-cuisines,710.0,1.0,7.0,2.5,4.0,14.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17025,M-Classic Filets de truite fumés,7613312031339,/garnitures-ingredients/poisson-en-conserve,1059.0,2.2,18.0,0.5,1.0,20.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17030,Migros bifidus Joghurt Vanille,7616600711203,/produits-laitiers-oeufs/yogourt,400.0,0.1,3.5,13.0,13.0,3.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17032,M Classic Mélange promenade,7610200277725,/boulangerie/ingredients-de-boulangerie,1900.0,0.0,9.0,37.0,52.0,22.0,2.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17041,MIGROS Marmelade Oranges amères,7616800101361,/petit-dejeuner/confitures,1040.0,0.03,0.5,57.0,60.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17048,Pelican Florentine,7613269292722,/produits-surgeles/poisson-fruits-de-mer,890.0,1.1,11.0,2.5,19.0,10.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17052,MIGROS SELECTION GRAVED SAUMON SAUVAGE,7613269589785,/poisson-fruits-de-mer/traiteur,621.0,3.0,25.0,0.5,1.0,5.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17054,Casa Giuliana Pancetta 9 Mini Pizze,7613034908667,/produits-surgeles/pizza,1103.0,1.0,7.8,2.5,27.8,13.1,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17060,Moules cuites aux légumes frais,7613269436799,/poisson-fruits-de-mer/fruits-de-mer-crevettes,99.0,1.95,0.0,0.45,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17070,Migros Fish \u0026 Dip MSC Mini-bâtonnets en sachets fraîcheur +1 Mayonnaise Sauce,3276170018238,/poisson-fruits-de-mer/traiteur,665.0,1.8,7.4,2.3,8.4,10.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17072,Léger NATURE CHIPS,7616800400655,/aperitif/chips,2004.0,0.8,7.0,0.5,58.0,23.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17083,Bio Mélange promenade,7613269370697,/boulangerie/ingredients-de-boulangerie,1854.0,0.03,9.0,34.0,45.0,24.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17087,M-Classic Amandes moulues,7610200010452,/boulangerie/ingredients-de-boulangerie,2420.0,0.1,21.0,4.0,9.0,49.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17092,Subito Riz long grain,7617027923828,/plats-cuisines/plats-cuisines,684.0,0.75,3.0,0.5,33.0,1.4,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17096,Sanissa au beurre,7610200398291,/produits-laitiers-oeufs/margarine,2960.0,0.2,0.5,14.0,41.0,80.0,0.0,0.5,0.0,0.0,7.2,0.0,240.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
17098,M Classic Tartelettes aux épinards,7616700008777,/produits-surgeles/aperitif-dessert,898.0,0.95,4.0,1.5,15.0,15.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17103,Knorr Suprême Broccolis à la crème fraîche et au jambon,7611100179584,/garnitures-ingredients/soupes-sauces-bouillon,200.0,0.91,1.3,1.5,4.8,2.4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17119,Mclassic Perles pour potage,7617400035032,/garnitures-ingredients/soupes-sauces-bouillon,2313.0,2.0,8.0,2.0,50.0,35.0,37.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17125,Rio Mare Tonno all'Olio di Oliva,8004030044005,/garnitures-ingredients/poisson-en-conserve,1695.0,1.3,17.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17131,Monini Classico Olio Extra Vergine Di Oliva,8005510005967,/garnitures-ingredients/ingredients-de-cuisson,3404.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17135,M-Classic Noix de coco râpée,7610200010544,/boulangerie/ingredients-de-boulangerie,2770.0,0.1,7.0,7.0,7.0,65.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17139,Alnatura Streichcreme Rote Bete Meerrettich ,4104420045866,TO_CLASSIFY,1079.0,2.0,5.0,5.0,6.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17148,CONDY Concombres,7613269303152,/garnitures-ingredients/legumes-legumes-au-vinaigre,164.0,1.7,0.6,7.0,8.0,0.5,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17152,YOU SUPER-CRISPIES BAIES,7613312131701,/chocolat/biscuits-gaufres,2032.0,0.3,6.0,25.0,65.0,21.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17154,Anna's Best Légumes mixtes à la chinoise,7617027633000,/plats-cuisines/pizza-menus-snacks,137.0,0.05,2.5,3.0,3.5,0.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17159,M-Classic Abricots de Turquie,7610200097545,/boulangerie/ingredients-de-boulangerie,1070.0,0.1,3.5,23.0,55.0,0.5,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17162,Anna's Best Olives noires façon grecque avec noyaux,7617027633901,/plats-cuisines/pizza-menus-snacks,1374.0,6.8,1.5,2.5,2.5,34.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17166,M Classic Grains de maïs,7610200056955,/garnitures-ingredients/legumes-a-salade,529.0,0.34,3.0,3.0,25.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17177,Bon Chef Sauce à la crème au paprika,7613269298410,/garnitures-ingredients/soupes-sauces-bouillon,410.0,1.5,1.5,2.5,8.0,7.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17183,Bifidus Drink Fraise,7613269416517,/produits-laitiers-oeufs/lait-boissons-lactees,330.0,0.1,2.5,12.0,12.0,1.8,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17188,Emmi Energy Milk,7610900117888,/produits-laitiers-oeufs/lait-boissons-lactees,363.0,0.2,3.5,10.0,12.0,2.5,0.0,0.0,0.0,0.17,1.8,0.0,0.0,0.75,0.0,0.21,0.0,0.0,0.21,0.0
17189,Migros Energy Drink Choco,7613269384380,/produits-laitiers-oeufs/lait-boissons-lactees,360.0,0.25,3.5,10.0,12.0,2.4,0.0,0.9,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.2,0.0
17191,Nissin Soba classique,5997523313111,/garnitures-ingredients/du-monde-entier,916.0,2.0,5.3,4.7,26.1,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17193,Sbrinz,7610200277633,/produits-laitiers-oeufs/fromages,1768.0,1.8,30.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17195,Bon Chef Sauce pour rôti,7613312070901,/garnitures-ingredients/soupes-sauces-bouillon,220.0,1.5,1.5,1.0,6.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17206,Bramata Semoule de maïs gros grains,7613269317173,/garnitures-ingredients/garnitures-moulues-cereales,1463.0,0.03,8.0,0.5,74.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17208,M Classic Mayonnaise à la moutarde,7616600380201,/garnitures-ingredients/soupes-sauces-bouillon,2840.0,1.1,1.5,0.7,1.0,75.7,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17212,CHOP STICK ASIAN FOOD Sauce curry avec de noix de coco,7613269253075,/garnitures-ingredients/du-monde-entier,545.0,1.6,2.0,6.0,10.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17216,Thai Kitchen Wok Oil,5021047104815,/garnitures-ingredients/du-monde-entier,3382.0,0.0,0.0,0.0,0.0,91.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17222,Patissier Couverture de fondue blanc,7613312052198,/boulangerie/ingredients-de-boulangerie,1681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17227,M Classic: Huile d'olive Extra vierge,7610200040404,/garnitures-ingredients/ingredients-de-cuisson,3370.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17236,Zweifel Wave Chips Inferno,7610095070005,/aperitif/chips,2170.0,1.5,6.0,5.0,52.0,31.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17241,Alnatura Gaufrettes au caramel,4104420057043,/chocolat/sain-bio,1847.0,0.5,4.5,42.0,71.0,15.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17245,M Classic Frites au four,7613269180104,/produits-surgeles/legumes-pommes-de-terre,640.0,0.0,2.5,0.5,23.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17252,Anna's Best - Olivens Provençales,7617027634069,/plats-cuisines/pizza-menus-snacks,726.0,2.3,1.0,0.5,0.9,18.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17256,Frey Mahony Lait Chocolat Fin Au Lait,7616500649422,/chocolat/chocolat,2240.0,0.0,6.0,56.0,57.0,31.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17265,A.Vogel : Herbamare : Salade \u0026 légumes Bio,7610313012114,/garnitures-ingredients/epices-herbes,70.0,93.6,0.9,1.5,2.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17270,Walkers Pure Butter Shortbread Highlanders,039047001442,/chocolat/specialites,2148.0,0.68,5.2,23.5,61.7,26.9,16.8,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17274,MASSHARD Choucroute aux vin,7610798010001,/garnitures-ingredients/legumes-legumes-au-vinaigre,103.0,1.5,1.4,2.4,2.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17275,Choucroute au vin,7610200011749,/garnitures-ingredients/legumes-legumes-au-vinaigre,103.0,1.5,1.4,2.44,2.5,0.5,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17280,Migros Aloe Vera,7610200370525,/produits-laitiers-oeufs/lait-boissons-lactees,336.0,0.08,2.5,14.0,14.0,1.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17284,Pancho Villa Nacho Chips ,8727200552000,/garnitures-ingredients/du-monde-entier,1945.0,32.0,6.0,1.0,63.0,20.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17287,Pancho Villa Authentic Mexican Nacho Chips Chips de maïs,8410076481603,/garnitures-ingredients/du-monde-entier,2088.0,0.5,6.0,0.5,56.0,27.0,3.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17290,M-Budget Viande séchée,7617027950015,/viande/viande-sechee-jambon,793.0,5.0,38.0,0.5,1.0,3.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17292,Anna's Best Crunchymüesli Heidelbeer-Birchermüesli mit Cerealien,7613269595854,/plats-cuisines/pizza-menus-snacks,563.0,0.0,4.0,0.0,21.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17299,MIGROS FARMCHIPS OREGANO,7613312033609,/aperitif/chips,2119.0,1.4,6.0,3.0,51.0,30.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17303,Léger Croissants précuits au beurre,7616700114553,/boulangerie/produits-frais-de-boulangerie-refrigeres,1477.0,1.7,10.0,4.5,45.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17305,Migros BIO Téguments de graines de psyllium,7613312115152,/mueesli-cereales/cereales,770.0,0.02,2.5,0.5,1.5,0.6,0.5,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17307,Migros Party Mélange De Noix,7617400010022,/aperitif/noix-grillees,2560.0,1.2,21.0,4.5,15.0,51.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17317,FAVORIT les suisses Abricots du Valais,27004746,/petit-dejeuner/confitures,915.0,0.07,0.7,52.0,52.0,0.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17327,Bio Migros Dés de betteraves rouges,7617027633284,/plats-cuisines/pizza-menus-snacks,190.0,0.8,1.0,9.0,9.0,0.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17329,Cevapcici,7613312015780,/produits-surgeles/viande,1000.0,1.5,17.0,1.5,2.5,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17337,Homemade : Choco Cake : au chocolat,7617400020229,/boulangerie/ingredients-de-boulangerie,1621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17341,MIGROS : Tranche de tiramisu,7616700131574,/boulangerie/boulangerie-patisserie,1258.0,0.15,5.0,26.0,36.0,15.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17343,YOGOS AMANDE,22138484,/produits-laitiers-oeufs/yogourt,660.0,0.1,3.5,13.0,14.0,9.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17346,Migros Bio Basmati Riz à grain long,7613312009833,/garnitures-ingredients/riz,1511.0,0.03,8.0,0.5,78.0,1.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17350,Anna's Mezzelune manzo e pomodoro,7613269346425,/plats-cuisines/pizza-menus-snacks,845.0,1.1,8.0,1.5,26.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17376,Jufka svjeze tijesto za pite i baklave,3870004003461,/garnitures-ingredients/du-monde-entier,1197.0,0.33,6.2,0.0,60.0,1.6,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17377,Mäidä Jufka Za Burek Blätterteig für Burek,3871971000422,/garnitures-ingredients/du-monde-entier,974.24,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
